node_id	pr_value
663930	0.00017047408087346233
482708	9.465110072951391e-05
1034017	5.4510685435875794e-05
663559	4.92395382576537e-05
357530	4.535175668229167e-05
1120567	4.4315252899835085e-05
663605	4.3860217455447634e-05
663682	3.727382844218823e-05
1108860	3.5494274626037625e-05
664788	3.456002479298925e-05
